,pc1,pc2,pc3,label
0,-0.4161700425969002,0.3666514259863005,-0.3948956078413977,-1.0
1,-0.3330468009078215,0.5148046737605979,-0.24641852228326167,-1.0
2,-0.49153068608143924,0.3799860166160765,-0.45997450845373766,-1.0
3,-0.49364126694812605,0.35345077486739385,-0.4198515725716755,-1.0
4,-0.3404640923963769,0.46914594606737015,-0.24180466930599195,-1.0
5,-0.36801999481981557,0.5072055021793948,-0.2973550044035783,-1.0
6,-0.9261884568001848,0.11876184837725484,-0.9410032183753503,-1.0
7,-0.926231913452463,0.15763304905507594,-0.9177047698769947,-1.0
8,-0.8961562582580741,0.1507122629492412,-0.8964868544474155,-1.0
9,-0.5444480308487809,0.4252846478623839,-0.47612858913977585,-1.0
10,-0.5319228614097645,0.42181874377181783,-0.4713842273073027,-1.0
11,-0.5273735817096026,0.4443013481164708,-0.4616897980813533,-1.0
12,-0.45927194133967403,0.3382701052324419,-0.4874532164692319,-1.0
13,-0.7544005240395291,0.18756413453649345,-0.8005103500785818,-1.0
14,-0.5288571924017083,0.41491860482634674,-0.516404116346225,-1.0
15,-0.5105262424306132,0.4148777207659167,-0.5224798326056582,-1.0
16,-0.5169122640410795,0.47780315771258175,-0.5205101849958936,-1.0
17,-0.8628322597931369,0.1615775018822574,-0.9921057729034495,-1.0
18,-0.8220356705363694,0.17707702459190214,-1.0171657368210676,-1.0
19,-0.9807139750325932,0.19466111885099366,-1.1856758406944967,-1.0
20,-0.8752167836415702,-0.09032228956697706,-0.5584481026243456,-1.0
21,-0.43114433106345057,0.11100629384853071,-0.16382196991670947,-1.0
22,-0.3394602689527983,0.12000721365893256,-0.1623403688460284,-1.0
23,0.05529411321031238,0.2975332503891153,0.15377452610030803,-1.0
24,-0.17704512940002148,0.14009484970872937,-0.1808034336756963,-1.0
25,-0.13627749490004187,0.15157731712069486,-0.20895434258867848,-1.0
26,-0.632074095352708,-0.24157829110972712,-0.904919360098618,-1.0
27,0.18414485776725917,0.2213585749414928,-0.30701705889756414,-1.0
28,0.37658785135606365,0.12193697132530605,-0.21309189469492354,-1.0
29,0.4804029818800061,0.1382411605013847,-0.2271532913825484,-1.0
30,0.5148581563641328,0.21521278089265458,-0.22842794189750293,-1.0
31,0.6323941607060268,-0.02470490080218169,-0.33433202648931365,-1.0
32,0.7198975909026332,0.0708374413827465,-0.258280480695753,-1.0
33,0.7251433945037895,-0.0395210094809221,-0.2405719073617276,-1.0
34,0.05314240564859647,-0.4311700213622372,-1.000590507383362,-1.0
35,0.16418978819594737,-0.5407870532718356,-0.9137334157594652,-1.0
36,0.2676747615003448,-0.5108976527214919,-0.7742429453542713,-1.0
37,-0.004848389009457807,-1.1460399595187298,0.2241381463988586,-1.0
38,-0.02166369513187282,-1.173909772317979,0.2740645659948656,-1.0
39,0.4392332669033222,-0.3887163886300138,-1.1366095569968193,-1.0
40,0.4516022056191635,-0.3199286404609057,-1.1132852018015562,-1.0
41,0.409262612257017,-0.5431918447101143,-0.8473628371676145,-1.0
42,0.4289473610029107,-0.6890942152088549,-0.6160439304536901,-1.0
43,0.18633032505595354,-1.1602695138516639,0.14886331004837167,-1.0
44,0.20636010719263193,-1.1364445795594948,0.08940471527378921,-1.0
45,0.398005644741202,-0.9571143280659595,0.03805835222209845,-1.0
46,0.36111340466937875,-1.0962633022440886,0.10885254411117548,-1.0
47,0.5996344928871322,-1.0666049171419962,0.25778554799353653,-1.0
48,0.8312206705407076,-0.3850404394541612,-0.934794162886982,-1.0
49,1.5143319654632676,-0.01609107287323478,-0.2176854468999245,-1.0
50,1.4781573747445074,-0.035955590401258404,-0.07789331854253548,-1.0
51,1.474462139975788,-0.10318665615033178,-0.16728809134041686,-1.0
52,1.488386521738342,-0.1007697630727243,-0.1478898071554047,-1.0
53,1.4501170827141057,0.011351639839513497,-0.05524015721267289,-1.0
54,1.4463412927632349,0.014064342605983063,-0.020030429415361515,-1.0
55,1.4565391953682545,0.014482928186285509,-0.03482035359028732,-1.0
56,1.4474825158574274,-0.02370327272594958,-0.03382728386882893,-1.0
57,1.4105426011420708,-0.02330720241811381,-0.05279566368067956,-1.0
58,1.4001306807114406,-0.03948078938595851,-0.050848149106481985,-1.0
59,1.436210270536836,-0.03964727307199103,-0.026408429162204747,-1.0
60,1.4393477219405455,-0.039180979310554157,-0.0066818472555463864,-1.0
61,1.4722718213824173,-0.024179670195992577,0.03356183000281836,-1.0
62,1.4817712580320928,-0.029375133970956157,0.03669311742793746,-1.0
63,1.4973944499118244,-0.045778310740773674,0.043988548598083675,-1.0
64,1.4647719208639352,-0.07247203380356493,0.019610960222213557,-1.0
65,1.4580517746173765,-0.06173977132799155,0.019667774036469618,-1.0
66,1.475511962655142,-0.04482116565559325,0.018200187815064293,-1.0
67,1.4671541618998774,-0.021187000610359774,0.02506384501608589,-1.0
68,1.4566195278133909,0.010656816846127364,0.0401077865381306,-1.0
69,1.4795582302650339,-0.005839201119655787,0.02359811783651917,-1.0
70,1.472339011821879,-0.011173585600430606,-0.005059920232427542,-1.0
