,pc1,pc2,pc3,label
0,1.6412171717759267,-0.22231671612490628,-0.24866743101094885,-1.0
1,1.5376413718084556,-0.1601427284995646,-0.23870293261602424,-1.0
2,1.4218568887922634,-0.2989668675745619,-0.28343752657846094,-1.0
3,1.3077634620942113,-0.34372729978136213,-0.2972995263164161,-1.0
4,1.1729273999693721,-0.39216907267312745,-0.3315903901103498,-1.0
5,1.1360289338159106,-0.34024970070836436,-0.24613193763922586,-1.0
6,0.9011401322390604,-0.4419155922420299,-0.26571385154969557,-1.0
7,0.6011479371483186,-0.5698547017983093,-0.15755454756724227,-1.0
8,0.32427925107014766,-0.7250692893557636,-0.18495381585993156,-1.0
9,0.2344645764680153,-0.6815875171276813,-0.10920981090013318,-1.0
10,0.15614763884264554,-0.7445439023617569,-0.1494746786917485,-1.0
11,-0.0995523855487208,-0.629011217175955,0.07272627141510922,-1.0
12,-0.21279983644336445,-0.745757064602465,0.057311510816534586,-1.0
13,-0.36999109481442255,-0.8895955708004308,0.05118992066759062,-1.0
14,-0.22092414982164607,-0.8502488639580199,0.054963587895474404,-1.0
15,-0.4087934552482869,-1.0179502291079126,0.0037571219085203765,-1.0
16,-0.45225464807076204,-0.8689124216736177,0.01962066808985507,-1.0
17,-0.30205013789773705,-0.7503522417322588,0.05459351095919952,-1.0
18,-0.34088207594519815,-0.7780088954296618,0.0497680862913974,-1.0
19,-0.3644811603039794,-0.7756627259691051,0.043695976335241304,-1.0
20,-0.24170744285721174,-0.6486769059242856,-0.03666253104585358,-1.0
21,-0.34144651944216925,-0.5969792521573852,-0.09784506540926415,-1.0
22,-0.328663835393727,-0.6327948092832686,-0.09122900263889014,-1.0
23,-0.30860566429344577,-0.7053527778332929,-0.05533321937051413,-1.0
24,-0.33057593371328353,-0.5875551686201255,-0.052568785037095146,-1.0
25,-0.33685592766823225,-0.5422041985428261,-0.05218081312209114,-1.0
26,-0.22425790651218325,-0.6236366288135581,-0.13691671980600673,-1.0
27,-0.2457513487617382,-0.5635516527778426,-0.11552620482030228,-1.0
28,-0.3356202186933475,-0.5897063664676805,-0.07757404328323218,-1.0
29,-0.3916156385245079,-0.6308352109940716,0.02012582774385601,-1.0
30,-0.3526748944526835,-0.6417021138470536,-0.09398188071335564,-1.0
31,-0.3401687312284128,-0.5967464508410514,-0.05617875113844699,-1.0
32,-0.3820026382700746,-0.502652186519699,-0.06289576795015644,-1.0
33,-0.37048278862723527,-0.5316501927686782,-0.060995963627950615,-1.0
34,-0.23267491652295122,-0.5788503125296846,-0.10324109653514658,-1.0
35,-0.3856111346433826,-0.5261061073218831,0.05956451744312497,-1.0
36,-0.23742001849324046,-0.46736827306007067,-0.07860633938582799,-1.0
37,-0.23169109649379319,-0.5724582513584651,-0.13715626906876507,-1.0
38,-0.33616165465067666,-0.5020977459414125,-0.04626888371818957,-1.0
39,-0.27503495009754764,-0.3689006368301432,-0.060528349444033396,-1.0
40,-0.42635477936803173,-0.3626381916825001,0.012474331773154696,-1.0
41,-0.3658292445543505,-0.45046500026284764,-0.1386468992063694,-1.0
42,-0.3399238610775266,-0.20590414014583933,-0.1920085602811624,-1.0
43,-0.4656597286611533,-0.4653823978758847,-0.10992098649796025,-1.0
44,-0.5209942300688765,-0.2794501782317226,-0.47824235430330375,-1.0
45,-0.5273199516176262,-0.3113553842919841,-0.44858803616042947,-1.0
