,pc1,pc2,pc3,label
0,-0.45914369246145714,-0.3096003211507672,-0.03771493267651839,-1.0
1,-0.36879677091660906,-0.6802735949872672,0.06581601009598699,-1.0
2,-0.021939902042615086,-0.32915522585646606,-0.04197066838546734,-1.0
3,-0.235015333150077,-0.4248102891804967,-0.1640663821564364,-1.0
4,-0.3341990651793787,-0.5403780609193302,-0.19336446972191548,-1.0
5,-0.002075719567047917,-0.38131996445139554,-0.026201239042759533,-1.0
6,-0.14439600310608636,-0.5848381143088497,0.2992290240057088,-1.0
7,-0.1849681930793832,-0.6186819776568797,0.29268552656995156,-1.0
8,-0.12554782671247638,-0.5498217587906018,-0.2776299810340986,-1.0
9,-0.129266025621635,-0.5057472797088499,0.1850839216803469,-1.0
10,-0.3016454093552788,-0.6475791310940614,0.19786968837050403,-1.0
11,-0.1733973415186616,-0.3533281965433594,0.22384028281667515,-1.0
12,-0.34294423973293864,-0.3548896106935297,0.448887212320925,-1.0
13,-0.14384936903594148,-0.19458251338583524,0.01726386345309268,-1.0
14,-0.3538314719532878,-0.3332785836616478,0.26438246504761864,-1.0
15,-0.40816885690121146,-0.4762207189722716,-0.025602850717616345,-1.0
16,-0.42333823426142086,-0.5311451237052803,0.24112505193655867,-1.0
17,-0.27946690818328773,-0.28547157609641677,0.2556635239731121,-1.0
18,-0.2853789697793236,-0.4459158006271872,0.12986077184607836,-1.0
19,-0.3088890549926409,-0.4310318694835469,0.26709691664399654,-1.0
20,-0.13791260938329777,-0.4578619011593292,0.15769003102484944,-1.0
21,-0.010386971000275524,-0.4952911445691836,0.06012691877746012,-1.0
22,-0.28483594574513776,-0.3333315969182107,0.16822278068853075,-1.0
23,-0.32341056684811526,-0.3658765731278818,0.10966943726071679,-1.0
24,-0.1932946719389238,-0.3455233260491527,0.20510044830237073,-1.0
25,-0.15737365814455742,-0.3765726485010935,0.45362868560030983,-1.0
26,-0.17889394780962442,-0.1868983162296055,0.4957409944822882,-1.0
27,-0.2126654350696768,-0.6809266941675526,0.1382059753521101,-1.0
28,-0.11096739050789504,-0.15268295661895395,0.5096905536652304,-1.0
29,-0.1700172865080938,-0.13997588732720945,0.5266614895914732,-1.0
30,-0.11715100732506771,-0.3631270929863138,0.30690588162983246,-1.0
31,-0.09751863170739622,-0.054574257770718976,0.4628799295012997,-1.0
32,-0.1333182378965244,-0.07886166123500461,0.46965122419113037,-1.0
33,-0.22696799765862127,-0.14721805587322292,0.3908214099897885,-1.0
34,-0.2919154425485437,0.010266893735822832,0.40163815714888457,-1.0
35,-0.22774386675124886,-0.09763324235979114,0.341014937386529,-1.0
36,-0.2523209634928416,-0.0930390354034837,0.2344595543660114,-1.0
37,-0.22005328432839805,0.13723778616978632,0.374095637153788,-1.0
38,-0.172638138476174,0.14554908667417493,0.3779166289120263,-1.0
39,-0.1212783103163838,0.1563544006167067,0.401262415280924,-1.0
40,-0.08987976939536803,0.15473490630117664,0.3765192539324344,-1.0
41,-0.14247856238469073,0.25969059074019674,0.4645151046221177,-1.0
42,-0.07552655516177202,0.23864388186358937,0.3538365580975825,-1.0
43,-0.002523463374974878,0.3449629011555077,0.3921789586840131,-1.0
44,-0.07533543015129367,0.3248993517221672,0.3561364706404843,-1.0
45,0.016108255986393448,0.34133728320441437,0.47502113592433237,-1.0
46,0.0023157652145475434,0.4183108858351575,0.49429165337740183,-1.0
47,0.018092328773328906,0.3774794831418136,0.46191841813675955,-1.0
48,-0.014109247339093679,0.3563706950363979,0.4487727176768987,-1.0
49,-0.05248702577851296,0.311227884056209,0.40646168854017756,-1.0
50,-0.0806092893424178,0.37728196757263804,0.33299074597509837,-1.0
51,-0.14686686529771667,0.35123398244880955,0.3266254155979122,-1.0
52,-0.132607407401193,0.29649340774061267,0.2748043333651819,-1.0
53,-0.16145784915487157,0.3714535712814886,0.28378513310276243,-1.0
54,-0.127302154390611,0.4393773262755463,0.3396787766597347,-1.0
55,-0.13988766639541228,0.3616318759652969,0.2695707721948982,-1.0
56,-0.1298742545245848,0.2964012217660945,0.26852828143545143,-1.0
57,-0.07808894365905006,0.2733484279075507,0.28315385106750185,-1.0
58,-0.1262212571498217,0.2925858324077834,0.3373290004880123,-1.0
59,-0.07755598219302669,0.3261898714883966,0.3853665858486768,-1.0
60,-0.0648111878075898,0.3554888541897732,0.3755880267096398,-1.0
61,-0.05291881544268061,0.3904145447735239,0.41516200359311356,-1.0
62,-0.08381304504512299,0.5309136126772268,0.5300066649571018,-1.0
63,-0.1438770590270685,0.5575205442736205,0.46455202972949144,-1.0
64,-0.15156653458757935,0.5594446008769391,0.48023313395706646,-1.0
65,-0.17348636734107256,0.48407878468845084,0.42232329402534863,-1.0
66,-0.20939054530230047,0.49459041748880106,0.4003751407839209,-1.0
67,-0.14913886924051106,0.480535679482051,0.380080013064546,-1.0
68,-0.1564668575438062,0.5036562680176327,0.3789947409623354,-1.0
69,-0.21576835580173634,0.5372780539995013,0.40116922002593763,-1.0
70,-0.17517310786453433,0.5815491842438338,0.42569498361808067,-1.0
71,-0.13674595311486643,0.5797246061295653,0.42216168997731013,-1.0
72,-0.08869320103639297,0.49750637778024337,0.36016089189248107,-1.0
73,-0.08918448978528884,0.45659558026813307,0.3591322193767154,-1.0
74,-0.10308009276747694,0.45479910894298853,0.3816196979309502,-1.0
